Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%)
JOB_4345,2024-01-04 00:24:00,2024-01-04 00:24:00,57.04,1411,2046,6.98,750,IoT,1837,758.12,Low,FCFS,Static,3.7
JOB_4346,2024-01-04 00:25:00,2024-01-04 00:25:00,38.25,7022,353,4.69,43,Social Media,3837,445.68,High,Priority-Based,Static,3.52
JOB_4347,2024-01-04 00:26:00,2024-01-04 00:26:00,73.98,1525,2476,8.07,92,Enterprise DB,923,550.05,High,Priority-Based,Static,3.41
JOB_4348,2024-01-04 00:27:00,2024-01-04 00:27:00,54.37,2911,1420,8.68,938,Cloud,1631,774.96,Low,ASB-Dynamic-CapsNet,Dynamic,3.71
JOB_4349,2024-01-04 00:28:00,2024-01-04 00:28:00,76.07,571,2983,8.54,141,Enterprise DB,4007,347.57,High,Priority-Based,Static,2.71
JOB_4350,2024-01-04 00:29:00,2024-01-04 00:29:00,60.52,6046,3707,3.47,437,Enterprise DB,4640,751.4,High,ASB-Dynamic-CapsNet,Static,0.77
JOB_4351,2024-01-04 00:30:00,2024-01-04 00:30:00,72.75,3185,2225,5.3,875,IoT,3382,447.88,Medium,FCFS,Static,4.99
JOB_4352,2024-01-04 00:31:00,2024-01-04 00:31:00,57.89,1693,3596,6.68,213,Cloud,1735,383.41,High,Round Robin,Static,4.46
JOB_4353,2024-01-04 00:32:00,2024-01-04 00:32:00,43.13,7872,2340,3.56,808,Enterprise DB,1655,339.71,High,ASB-Dynamic-CapsNet,Dynamic,2.16
JOB_4354,2024-01-04 00:33:00,2024-01-04 00:33:00,86.64,2348,500,0.89,345,Cloud,945,965.3,Low,FCFS,Static,2.65
JOB_4355,2024-01-04 00:34:00,2024-01-04 00:34:00,53.29,2884,2256,5.21,971,Social Media,3313,774.25,High,ASB-Dynamic-CapsNet,Static,1.97
JOB_4356,2024-01-04 00:35:00,2024-01-04 00:35:00,58.41,2522,2476,0.62,506,IoT,3474,29.99,High,Priority-Based,Static,3.19
JOB_4357,2024-01-04 00:36:00,2024-01-04 00:36:00,27.64,6838,462,9.53,451,Cloud,3903,957.84,High,FCFS,Static,3.66
JOB_4358,2024-01-04 00:37:00,2024-01-04 00:37:00,60.05,4241,4038,8.07,837,Cloud,2396,777.69,Medium,Round Robin,Dynamic,1.16
JOB_4359,2024-01-04 00:38:00,2024-01-04 00:38:00,55.73,5607,3951,2.32,267,IoT,3581,157.68,Low,ASB-Dynamic-CapsNet,Dynamic,2.16
JOB_4360,2024-01-04 00:39:00,2024-01-04 00:39:00,24.79,5248,3512,3.23,301,Social Media,2524,85.57,Medium,Priority-Based,Static,3.2
JOB_4361,2024-01-04 00:40:00,2024-01-04 00:40:00,14.77,1798,2406,9.84,975,Cloud,1911,315.11,High,FCFS,Dynamic,4.94
JOB_4362,2024-01-04 00:41:00,2024-01-04 00:41:00,58.35,4602,184,4.05,134,IoT,2813,627.94,Low,Priority-Based,Dynamic,1.62
JOB_4363,2024-01-04 00:42:00,2024-01-04 00:42:00,71.1,1404,1924,7.95,965,Enterprise DB,4902,620.38,Low,FCFS,Static,3.73
JOB_4364,2024-01-04 00:43:00,2024-01-04 00:43:00,51.87,3526,3985,4.74,672,IoT,80,283.09,High,ASB-Dynamic-CapsNet,Dynamic,1.73
JOB_4365,2024-01-04 00:44:00,2024-01-04 00:44:00,28.14,2528,407,8.71,880,Enterprise DB,4057,451.22,Medium,FCFS,Static,0.46
JOB_4366,2024-01-04 00:45:00,2024-01-04 00:45:00,63.32,7209,4457,7.19,768,Cloud,3505,219.77,High,ASB-Dynamic-CapsNet,Dynamic,3.85
JOB_4367,2024-01-04 00:46:00,2024-01-04 00:46:00,16.41,5211,2021,0.72,184,Cloud,292,60.07,Medium,FCFS,Static,3.25
JOB_4368,2024-01-04 00:47:00,2024-01-04 00:47:00,45.35,6469,730,3.3,893,Cloud,4831,521.8,High,Priority-Based,Dynamic,2.57
JOB_4369,2024-01-04 00:48:00,2024-01-04 00:48:00,23.07,3120,4875,5.8,501,Social Media,1548,353.52,Low,Priority-Based,Dynamic,3.38
JOB_4370,2024-01-04 00:49:00,2024-01-04 00:49:00,24.76,3146,2471,9.3,878,Social Media,4718,547.45,Low,ASB-Dynamic-CapsNet,Static,4.4
JOB_4371,2024-01-04 00:50:00,2024-01-04 00:50:00,26.18,5365,3400,1.47,823,Enterprise DB,3472,947.04,Medium,Round Robin,Dynamic,3.78
JOB_4372,2024-01-04 00:51:00,2024-01-04 00:51:00,40.94,7845,3767,6.21,89,IoT,4053,151.94,High,ASB-Dynamic-CapsNet,Static,4.29
JOB_4373,2024-01-04 00:52:00,2024-01-04 00:52:00,14.09,2789,826,3.37,628,Enterprise DB,1709,11.94,Medium,Priority-Based,Dynamic,1.45
JOB_4374,2024-01-04 00:53:00,2024-01-04 00:53:00,41.82,7870,1748,8.95,821,IoT,3278,86.11,Low,FCFS,Static,4.0
JOB_4375,2024-01-04 00:54:00,2024-01-04 00:54:00,50.94,6162,4412,7.77,924,Cloud,648,468.08,Low,Round Robin,Dynamic,1.8
JOB_4376,2024-01-04 00:55:00,2024-01-04 00:55:00,48.66,4372,1369,4.01,314,IoT,2245,709.86,Medium,Priority-Based,Dynamic,0.1
JOB_4377,2024-01-04 00:56:00,2024-01-04 00:56:00,40.62,1985,4643,2.09,519,Social Media,119,584.96,Medium,Round Robin,Dynamic,0.22
JOB_4378,2024-01-04 00:57:00,2024-01-04 00:57:00,77.13,3651,418,0.61,353,IoT,1443,499.95,Medium,ASB-Dynamic-CapsNet,Dynamic,3.65
JOB_4379,2024-01-04 00:58:00,2024-01-04 00:58:00,21.63,1940,3575,6.4,579,IoT,3709,360.42,Medium,Priority-Based,Dynamic,1.36
JOB_4380,2024-01-04 00:59:00,2024-01-04 00:59:00,50.46,1265,2878,4.36,100,Cloud,1699,316.87,Medium,ASB-Dynamic-CapsNet,Static,1.54
JOB_4381,2024-01-04 01:00:00,2024-01-04 01:00:00,14.96,4979,3158,3.49,656,Cloud,2331,382.52,High,Priority-Based,Static,3.11
JOB_4382,2024-01-04 01:01:00,2024-01-04 01:01:00,15.69,2938,4234,9.86,871,Social Media,3732,615.52,Medium,Priority-Based,Static,3.71
JOB_4383,2024-01-04 01:02:00,2024-01-04 01:02:00,55.91,7539,1702,4.93,178,IoT,2733,176.08,Medium,ASB-Dynamic-CapsNet,Static,2.79
JOB_4384,2024-01-04 01:03:00,2024-01-04 01:03:00,55.28,4592,2356,7.62,343,IoT,4612,773.65,Low,Priority-Based,Dynamic,3.53
JOB_4385,2024-01-04 01:04:00,2024-01-04 01:04:00,80.24,5283,929,2.19,643,IoT,4702,579.5,Low,Round Robin,Static,4.71
JOB_4386,2024-01-04 01:05:00,2024-01-04 01:05:00,54.63,1649,955,0.63,245,Cloud,4981,276.46,High,Round Robin,Static,4.27
JOB_4387,2024-01-04 01:06:00,2024-01-04 01:06:00,86.78,4065,2748,4.47,408,Social Media,1360,506.14,Medium,ASB-Dynamic-CapsNet,Dynamic,1.2
JOB_4388,2024-01-04 01:07:00,2024-01-04 01:07:00,13.9,4642,1958,6.82,597,IoT,4763,963.15,Medium,FCFS,Static,4.53
JOB_4389,2024-01-04 01:08:00,2024-01-04 01:08:00,17.84,2472,1202,5.31,830,IoT,4279,30.29,Low,Round Robin,Dynamic,1.49
JOB_4390,2024-01-04 01:09:00,2024-01-04 01:09:00,13.53,3166,2581,8.96,486,IoT,4153,207.53,Low,Priority-Based,Static,3.3
JOB_4391,2024-01-04 01:10:00,2024-01-04 01:10:00,24.82,963,1920,4.62,544,IoT,2125,453.9,Low,ASB-Dynamic-CapsNet,Dynamic,4.37
JOB_4392,2024-01-04 01:11:00,2024-01-04 01:11:00,53.3,6468,2179,3.45,854,Social Media,832,642.06,Medium,FCFS,Dynamic,3.12
JOB_4393,2024-01-04 01:12:00,2024-01-04 01:12:00,61.65,4718,3258,9.2,594,Social Media,3856,220.11,Medium,ASB-Dynamic-CapsNet,Dynamic,4.03
JOB_4394,2024-01-04 01:13:00,2024-01-04 01:13:00,13.65,2681,2540,4.36,97,Social Media,1383,932.09,High,Round Robin,Static,4.64
JOB_4395,2024-01-04 01:14:00,2024-01-04 01:14:00,85.68,2142,3784,3.06,624,Cloud,3767,646.15,Low,Priority-Based,Dynamic,4.83
JOB_4396,2024-01-04 01:15:00,2024-01-04 01:15:00,77.37,4388,1355,1.43,615,IoT,4686,878.66,Low,Round Robin,Static,2.05
JOB_4397,2024-01-04 01:16:00,2024-01-04 01:16:00,33.73,1340,3057,8.04,970,IoT,1107,336.02,Low,ASB-Dynamic-CapsNet,Dynamic,4.96
JOB_4398,2024-01-04 01:17:00,2024-01-04 01:17:00,16.18,6181,3751,8.34,837,IoT,2104,830.66,Low,Priority-Based,Dynamic,1.36
JOB_4399,2024-01-04 01:18:00,2024-01-04 01:18:00,23.59,7492,2339,0.82,787,IoT,3451,384.44,Low,FCFS,Dynamic,2.31
JOB_4400,2024-01-04 01:19:00,2024-01-04 01:19:00,20.16,3154,2039,3.91,262,Enterprise DB,2159,260.22,Medium,Round Robin,Dynamic,3.8
JOB_4401,2024-01-04 01:20:00,2024-01-04 01:20:00,19.86,6399,369,7.62,367,Social Media,3207,912.54,Medium,ASB-Dynamic-CapsNet,Dynamic,4.85
JOB_4402,2024-01-04 01:21:00,2024-01-04 01:21:00,51.48,4618,4930,9.49,67,Enterprise DB,3846,101.3,Low,Priority-Based,Dynamic,0.26
JOB_4403,2024-01-04 01:22:00,2024-01-04 01:22:00,29.67,1065,4164,4.09,952,Enterprise DB,3698,943.46,Low,ASB-Dynamic-CapsNet,Static,4.73
JOB_4404,2024-01-04 01:23:00,2024-01-04 01:23:00,38.65,6505,3875,8.78,408,Cloud,1370,463.93,Medium,FCFS,Dynamic,4.99
JOB_4405,2024-01-04 01:24:00,2024-01-04 01:24:00,89.16,7409,1212,4.24,530,Cloud,4467,992.7,Medium,FCFS,Dynamic,4.55
JOB_4406,2024-01-04 01:25:00,2024-01-04 01:25:00,64.75,1464,748,2.21,534,IoT,3749,544.2,High,Round Robin,Static,0.54
JOB_4407,2024-01-04 01:26:00,2024-01-04 01:26:00,85.92,2782,1279,0.53,928,Enterprise DB,782,759.91,Medium,FCFS,Static,4.2
JOB_4408,2024-01-04 01:27:00,2024-01-04 01:27:00,21.4,1495,2242,3.64,426,Enterprise DB,3683,17.0,High,FCFS,Dynamic,3.2
JOB_4409,2024-01-04 01:28:00,2024-01-04 01:28:00,40.57,7726,116,4.1,402,Social Media,3599,501.7,Low,Round Robin,Dynamic,0.05
JOB_4410,2024-01-04 01:29:00,2024-01-04 01:29:00,54.38,1687,216,9.48,652,Enterprise DB,3712,740.08,Low,ASB-Dynamic-CapsNet,Dynamic,4.92
JOB_4411,2024-01-04 01:30:00,2024-01-04 01:30:00,16.14,6390,1645,2.46,231,Cloud,4694,785.0,Low,Round Robin,Dynamic,0.75
JOB_4412,2024-01-04 01:31:00,2024-01-04 01:31:00,10.33,5421,3251,4.13,338,Enterprise DB,654,166.47,Medium,Round Robin,Static,1.98
JOB_4413,2024-01-04 01:32:00,2024-01-04 01:32:00,63.63,4811,2793,0.74,381,Cloud,1772,424.78,Medium,Priority-Based,Static,0.15
JOB_4414,2024-01-04 01:33:00,2024-01-04 01:33:00,61.35,3754,4189,7.75,520,IoT,2454,424.88,Low,FCFS,Static,1.55
JOB_4415,2024-01-04 01:34:00,2024-01-04 01:34:00,42.86,1156,1376,9.19,162,Cloud,3532,112.6,Low,FCFS,Static,2.84
JOB_4416,2024-01-04 01:35:00,2024-01-04 01:35:00,49.17,3482,3340,2.76,902,IoT,2862,448.62,High,ASB-Dynamic-CapsNet,Static,4.65
JOB_4417,2024-01-04 01:36:00,2024-01-04 01:36:00,43.24,1613,3888,4.58,888,Social Media,1631,809.02,Medium,FCFS,Dynamic,4.95
JOB_4418,2024-01-04 01:37:00,2024-01-04 01:37:00,11.92,6583,471,1.66,993,IoT,2328,307.18,Medium,ASB-Dynamic-CapsNet,Static,2.12
JOB_4419,2024-01-04 01:38:00,2024-01-04 01:38:00,36.83,4906,2907,4.84,489,Enterprise DB,2400,438.25,High,Priority-Based,Dynamic,2.14
JOB_4420,2024-01-04 01:39:00,2024-01-04 01:39:00,24.17,1056,255,1.77,592,Cloud,3673,961.35,Low,ASB-Dynamic-CapsNet,Static,0.8
JOB_4421,2024-01-04 01:40:00,2024-01-04 01:40:00,17.87,3519,2761,5.47,941,IoT,764,41.39,Low,ASB-Dynamic-CapsNet,Static,2.49
JOB_4422,2024-01-04 01:41:00,2024-01-04 01:41:00,86.54,2804,564,7.48,866,IoT,974,595.61,Medium,Priority-Based,Dynamic,4.7
JOB_4423,2024-01-04 01:42:00,2024-01-04 01:42:00,57.95,3080,4978,5.76,29,IoT,3212,746.0,Medium,Round Robin,Dynamic,0.83
JOB_4424,2024-01-04 01:43:00,2024-01-04 01:43:00,68.29,6152,4999,2.83,602,IoT,4203,763.27,Low,Priority-Based,Dynamic,1.33
JOB_4425,2024-01-04 01:44:00,2024-01-04 01:44:00,35.23,551,4415,3.86,959,IoT,4579,718.78,High,FCFS,Dynamic,4.46
JOB_4426,2024-01-04 01:45:00,2024-01-04 01:45:00,41.45,1861,1873,6.57,237,IoT,4128,729.19,High,FCFS,Dynamic,3.13
JOB_4427,2024-01-04 01:46:00,2024-01-04 01:46:00,28.95,1694,216,6.1,355,Cloud,2619,68.42,High,Priority-Based,Dynamic,1.65
JOB_4428,2024-01-04 01:47:00,2024-01-04 01:47:00,17.76,4519,2203,1.8,28,Enterprise DB,2865,538.8,Medium,ASB-Dynamic-CapsNet,Static,4.06
JOB_4429,2024-01-04 01:48:00,2024-01-04 01:48:00,24.32,3638,1474,8.53,453,Enterprise DB,4628,785.14,High,Priority-Based,Static,0.54
JOB_4430,2024-01-04 01:49:00,2024-01-04 01:49:00,73.8,2148,3303,5.01,686,IoT,4512,103.12,Medium,FCFS,Static,4.29
JOB_4431,2024-01-04 01:50:00,2024-01-04 01:50:00,64.2,6943,4503,2.04,377,Cloud,938,21.93,Medium,Priority-Based,Static,2.59
JOB_4432,2024-01-04 01:51:00,2024-01-04 01:51:00,53.75,1171,3646,1.67,908,IoT,3528,816.42,Low,ASB-Dynamic-CapsNet,Static,3.78
JOB_4433,2024-01-04 01:52:00,2024-01-04 01:52:00,48.01,1277,4077,9.67,628,Social Media,3639,715.17,Low,FCFS,Static,2.59
JOB_4434,2024-01-04 01:53:00,2024-01-04 01:53:00,83.79,5427,4417,3.17,898,Enterprise DB,1773,418.08,High,Round Robin,Static,1.23
JOB_4435,2024-01-04 01:54:00,2024-01-04 01:54:00,15.82,2779,1296,9.13,869,IoT,1308,940.99,High,Priority-Based,Static,3.2
JOB_4436,2024-01-04 01:55:00,2024-01-04 01:55:00,32.45,3522,3511,4.4,735,Cloud,460,768.93,Medium,Priority-Based,Dynamic,0.77
JOB_4437,2024-01-04 01:56:00,2024-01-04 01:56:00,38.0,2360,896,4.17,760,Enterprise DB,2280,968.18,Low,Priority-Based,Static,1.15
JOB_4438,2024-01-04 01:57:00,2024-01-04 01:57:00,72.59,3639,3992,7.16,156,Cloud,3244,930.02,Low,Priority-Based,Static,2.75
JOB_4439,2024-01-04 01:58:00,2024-01-04 01:58:00,89.4,6125,250,0.59,702,Social Media,2255,486.48,Medium,FCFS,Dynamic,1.95
JOB_4440,2024-01-04 01:59:00,2024-01-04 01:59:00,29.25,6671,3349,3.71,513,IoT,2110,757.16,High,ASB-Dynamic-CapsNet,Dynamic,3.73
JOB_4441,2024-01-04 02:00:00,2024-01-04 02:00:00,79.94,6568,211,3.38,439,Social Media,3948,672.5,High,Round Robin,Static,2.92
JOB_4442,2024-01-04 02:01:00,2024-01-04 02:01:00,76.45,1574,782,8.75,857,Enterprise DB,2663,813.33,Medium,Priority-Based,Dynamic,1.91
JOB_4443,2024-01-04 02:02:00,2024-01-04 02:02:00,27.97,2216,1261,5.53,449,IoT,1862,789.81,Low,FCFS,Dynamic,1.63
JOB_4444,2024-01-04 02:03:00,2024-01-04 02:03:00,41.95,1783,2479,3.96,207,Enterprise DB,1852,161.7,Medium,Priority-Based,Dynamic,4.57
JOB_4445,2024-01-04 02:04:00,2024-01-04 02:04:00,42.77,5186,260,3.03,296,IoT,3956,241.4,Medium,Round Robin,Dynamic,0.2
JOB_4446,2024-01-04 02:05:00,2024-01-04 02:05:00,88.26,7428,1525,6.11,574,Cloud,727,273.07,High,Priority-Based,Static,3.46
JOB_4447,2024-01-04 02:06:00,2024-01-04 02:06:00,24.47,7263,3761,1.94,378,Enterprise DB,2960,820.31,Low,ASB-Dynamic-CapsNet,Dynamic,1.96
JOB_4448,2024-01-04 02:07:00,2024-01-04 02:07:00,73.93,2486,377,2.84,249,Social Media,4763,812.63,High,Priority-Based,Static,1.89
JOB_4449,2024-01-04 02:08:00,2024-01-04 02:08:00,36.74,3133,3491,3.29,811,Social Media,2301,500.38,High,Priority-Based,Dynamic,3.26
JOB_4450,2024-01-04 02:09:00,2024-01-04 02:09:00,68.47,1501,1656,6.28,296,Cloud,3054,585.02,Low,Priority-Based,Dynamic,4.25
JOB_4451,2024-01-04 02:10:00,2024-01-04 02:10:00,43.6,6827,4692,4.05,709,Cloud,844,828.65,High,ASB-Dynamic-CapsNet,Dynamic,3.62
JOB_4452,2024-01-04 02:11:00,2024-01-04 02:11:00,56.27,1546,2015,5.3,404,Social Media,778,319.47,Medium,FCFS,Dynamic,3.35
JOB_4453,2024-01-04 02:12:00,2024-01-04 02:12:00,76.61,2676,4850,6.68,527,Cloud,1743,59.68,Medium,ASB-Dynamic-CapsNet,Dynamic,2.48
JOB_4454,2024-01-04 02:13:00,2024-01-04 02:13:00,74.33,2838,3207,9.58,804,IoT,4784,487.77,Low,FCFS,Dynamic,2.35
JOB_4455,2024-01-04 02:14:00,2024-01-04 02:14:00,79.31,2355,402,7.77,784,Social Media,240,914.58,Medium,ASB-Dynamic-CapsNet,Dynamic,2.3
JOB_4456,2024-01-04 02:15:00,2024-01-04 02:15:00,14.77,1000,4633,4.35,570,Enterprise DB,2046,792.56,Medium,ASB-Dynamic-CapsNet,Dynamic,0.73
JOB_4457,2024-01-04 02:16:00,2024-01-04 02:16:00,65.36,2733,2873,7.61,873,Social Media,2157,372.95,Medium,Priority-Based,Dynamic,2.8
JOB_4458,2024-01-04 02:17:00,2024-01-04 02:17:00,21.2,5074,4381,9.52,721,Cloud,3916,74.12,Medium,ASB-Dynamic-CapsNet,Static,1.58
JOB_4459,2024-01-04 02:18:00,2024-01-04 02:18:00,43.27,6190,3345,5.24,69,IoT,1539,640.55,High,FCFS,Static,3.09
JOB_4460,2024-01-04 02:19:00,2024-01-04 02:19:00,53.89,3039,4868,4.4,554,Enterprise DB,2159,836.15,Medium,FCFS,Static,2.67
JOB_4461,2024-01-04 02:20:00,2024-01-04 02:20:00,42.22,5108,1100,1.24,312,Social Media,687,668.3,Low,FCFS,Dynamic,4.7
JOB_4462,2024-01-04 02:21:00,2024-01-04 02:21:00,51.57,4214,3934,8.98,253,Social Media,4095,430.82,High,FCFS,Dynamic,2.17
JOB_4463,2024-01-04 02:22:00,2024-01-04 02:22:00,89.72,7734,4106,2.84,693,Enterprise DB,4208,132.12,Medium,ASB-Dynamic-CapsNet,Dynamic,3.32
JOB_4464,2024-01-04 02:23:00,2024-01-04 02:23:00,20.82,7110,4878,1.11,216,IoT,2869,911.67,Medium,Priority-Based,Static,2.96
JOB_4465,2024-01-04 02:24:00,2024-01-04 02:24:00,64.04,2832,1818,5.6,384,Cloud,4161,283.2,Low,Round Robin,Dynamic,3.42
JOB_4466,2024-01-04 02:25:00,2024-01-04 02:25:00,41.68,1100,3930,8.54,292,Cloud,891,232.04,High,FCFS,Static,1.33
JOB_4467,2024-01-04 02:26:00,2024-01-04 02:26:00,20.64,6036,3281,4.36,487,Cloud,4001,817.82,Medium,ASB-Dynamic-CapsNet,Static,1.29
JOB_4468,2024-01-04 02:27:00,2024-01-04 02:27:00,22.7,5719,2982,7.94,31,Cloud,4108,981.41,Low,Priority-Based,Dynamic,2.8
JOB_4469,2024-01-04 02:28:00,2024-01-04 02:28:00,85.94,4784,1098,8.45,568,Enterprise DB,3297,663.56,High,ASB-Dynamic-CapsNet,Static,4.25
JOB_4470,2024-01-04 02:29:00,2024-01-04 02:29:00,80.37,1488,384,4.82,358,IoT,1266,628.56,High,FCFS,Dynamic,3.6
JOB_4471,2024-01-04 02:30:00,2024-01-04 02:30:00,82.56,7533,520,6.11,498,IoT,948,326.24,Medium,FCFS,Static,2.44
JOB_4472,2024-01-04 02:31:00,2024-01-04 02:31:00,89.32,2381,2260,5.57,953,Social Media,2272,30.21,Low,Priority-Based,Dynamic,1.28
JOB_4473,2024-01-04 02:32:00,2024-01-04 02:32:00,26.67,4983,3165,9.42,679,Social Media,1307,199.88,Low,ASB-Dynamic-CapsNet,Dynamic,3.8
JOB_4474,2024-01-04 02:33:00,2024-01-04 02:33:00,38.44,6884,2375,7.39,267,IoT,1564,588.59,Medium,FCFS,Dynamic,4.63
JOB_4475,2024-01-04 02:34:00,2024-01-04 02:34:00,63.54,6401,1594,9.29,664,Social Media,466,159.8,Medium,FCFS,Dynamic,1.07
JOB_4476,2024-01-04 02:35:00,2024-01-04 02:35:00,48.7,6629,3984,2.59,56,IoT,4596,885.0,Medium,Round Robin,Dynamic,4.0
JOB_4477,2024-01-04 02:36:00,2024-01-04 02:36:00,43.47,2254,4723,3.45,36,Enterprise DB,2933,196.26,Low,Round Robin,Static,0.86
JOB_4478,2024-01-04 02:37:00,2024-01-04 02:37:00,38.62,2964,2643,1.17,976,Enterprise DB,3876,526.88,High,FCFS,Dynamic,4.5
JOB_4479,2024-01-04 02:38:00,2024-01-04 02:38:00,57.5,2723,4226,5.25,36,Cloud,4425,516.89,Medium,Round Robin,Dynamic,3.21
JOB_4480,2024-01-04 02:39:00,2024-01-04 02:39:00,56.05,4982,4357,8.8,990,IoT,4389,607.91,Medium,Round Robin,Static,0.91
JOB_4481,2024-01-04 02:40:00,2024-01-04 02:40:00,22.92,1994,1941,3.61,406,Enterprise DB,724,334.16,High,FCFS,Static,0.18
JOB_4482,2024-01-04 02:41:00,2024-01-04 02:41:00,47.74,1352,4900,1.72,960,IoT,152,874.8,High,ASB-Dynamic-CapsNet,Dynamic,3.47
JOB_4483,2024-01-04 02:42:00,2024-01-04 02:42:00,54.28,7900,821,1.15,154,Social Media,2407,449.86,Low,ASB-Dynamic-CapsNet,Static,3.03
JOB_4484,2024-01-04 02:43:00,2024-01-04 02:43:00,55.62,7306,1501,4.75,596,IoT,4043,703.15,Medium,ASB-Dynamic-CapsNet,Dynamic,3.06
JOB_4485,2024-01-04 02:44:00,2024-01-04 02:44:00,26.81,951,545,2.06,708,Cloud,4077,639.55,Low,Priority-Based,Dynamic,2.41
JOB_4486,2024-01-04 02:45:00,2024-01-04 02:45:00,69.38,2824,2891,3.79,531,Cloud,3758,125.98,High,ASB-Dynamic-CapsNet,Dynamic,3.07
JOB_4487,2024-01-04 02:46:00,2024-01-04 02:46:00,12.02,7896,4622,8.29,130,Enterprise DB,4262,626.41,Medium,Priority-Based,Static,4.37
JOB_4488,2024-01-04 02:47:00,2024-01-04 02:47:00,38.39,7838,3867,4.15,810,Social Media,1545,555.2,Low,Priority-Based,Dynamic,4.76
JOB_4489,2024-01-04 02:48:00,2024-01-04 02:48:00,72.42,2258,2651,6.29,471,Social Media,4908,899.62,Low,Round Robin,Dynamic,1.72
JOB_4490,2024-01-04 02:49:00,2024-01-04 02:49:00,55.11,4808,2067,5.27,686,IoT,3442,882.07,High,Priority-Based,Dynamic,2.44
JOB_4491,2024-01-04 02:50:00,2024-01-04 02:50:00,30.89,3853,3988,7.33,391,Social Media,3556,159.45,Medium,Priority-Based,Dynamic,1.37
JOB_4492,2024-01-04 02:51:00,2024-01-04 02:51:00,65.6,4636,4916,1.98,785,Cloud,2835,90.87,Low,Priority-Based,Dynamic,2.06
JOB_4493,2024-01-04 02:52:00,2024-01-04 02:52:00,55.39,5741,2831,9.24,682,Enterprise DB,2284,301.65,Low,Priority-Based,Dynamic,3.98
JOB_4494,2024-01-04 02:53:00,2024-01-04 02:53:00,73.7,7894,2729,6.61,912,Enterprise DB,3709,986.75,High,Round Robin,Dynamic,2.12
JOB_4495,2024-01-04 02:54:00,2024-01-04 02:54:00,68.8,6937,2064,3.07,427,Enterprise DB,4930,31.36,Medium,FCFS,Static,1.96
JOB_4496,2024-01-04 02:55:00,2024-01-04 02:55:00,58.81,5195,1157,1.67,336,Social Media,3782,676.16,High,Priority-Based,Dynamic,4.25
JOB_4497,2024-01-04 02:56:00,2024-01-04 02:56:00,49.05,3838,4931,1.92,400,Social Media,4852,612.43,Low,FCFS,Dynamic,0.01
JOB_4498,2024-01-04 02:57:00,2024-01-04 02:57:00,20.65,6620,857,7.94,306,Cloud,4941,650.11,Medium,ASB-Dynamic-CapsNet,Dynamic,4.26
JOB_4499,2024-01-04 02:58:00,2024-01-04 02:58:00,30.91,3088,1895,6.09,639,IoT,4618,226.1,High,ASB-Dynamic-CapsNet,Static,0.91
JOB_4500,2024-01-04 02:59:00,2024-01-04 02:59:00,43.53,6626,1743,4.12,832,IoT,3575,234.45,Medium,FCFS,Static,1.37
JOB_4501,2024-01-04 03:00:00,2024-01-04 03:00:00,57.94,2282,4949,3.66,784,Enterprise DB,3567,436.34,Medium,FCFS,Dynamic,1.81
JOB_4502,2024-01-04 03:01:00,2024-01-04 03:01:00,51.1,6447,123,8.63,93,Enterprise DB,4827,104.9,Medium,ASB-Dynamic-CapsNet,Dynamic,4.4
JOB_4503,2024-01-04 03:02:00,2024-01-04 03:02:00,33.05,7094,1339,8.81,155,Social Media,4239,83.87,Low,Round Robin,Static,4.54
JOB_4504,2024-01-04 03:03:00,2024-01-04 03:03:00,10.52,4020,4250,6.02,180,Enterprise DB,4881,97.48,Medium,Round Robin,Dynamic,3.31
JOB_4505,2024-01-04 03:04:00,2024-01-04 03:04:00,49.7,2279,3197,5.48,343,Cloud,2579,577.25,High,Priority-Based,Dynamic,2.2
JOB_4506,2024-01-04 03:05:00,2024-01-04 03:05:00,32.85,3632,1404,8.26,433,Cloud,1963,403.76,Medium,Round Robin,Dynamic,2.58
JOB_4507,2024-01-04 03:06:00,2024-01-04 03:06:00,68.77,4073,2642,7.62,318,Enterprise DB,2507,300.68,Medium,Round Robin,Dynamic,2.9
JOB_4508,2024-01-04 03:07:00,2024-01-04 03:07:00,11.92,3718,3812,4.3,535,Enterprise DB,1200,322.66,Low,Priority-Based,Static,4.77
JOB_4509,2024-01-04 03:08:00,2024-01-04 03:08:00,56.79,4257,4055,1.29,670,Enterprise DB,3908,215.21,High,Priority-Based,Dynamic,4.85
JOB_4510,2024-01-04 03:09:00,2024-01-04 03:09:00,85.32,4516,4629,7.8,890,Enterprise DB,4187,417.39,Medium,Round Robin,Static,4.24
JOB_4511,2024-01-04 03:10:00,2024-01-04 03:10:00,23.95,3337,4403,2.1,772,Enterprise DB,4186,211.03,Low,FCFS,Dynamic,2.92
JOB_4512,2024-01-04 03:11:00,2024-01-04 03:11:00,47.73,2881,4328,0.66,578,Cloud,1560,701.07,Low,Priority-Based,Static,1.95
JOB_4513,2024-01-04 03:12:00,2024-01-04 03:12:00,17.31,6500,1405,8.51,356,IoT,4020,132.69,Medium,FCFS,Dynamic,1.15
